'an'quan'dai 安全带
'bao'shi 抱石
'bao'shi'guan 抱石馆
'chu'shou 出手
'chu'shou'jiu'you 出手就有
'da'yan'bi 大岩壁
'dao'ding 到顶
'ding'sheng 顶绳
'gua'jiao 挂脚
'gua'sheng 挂绳
'gua'xian'shen'shou 挂线神兽
'hua'gang'yan 花岗岩
'jie'zu 结组
'pan'yan'guan 攀岩馆
'pan'yan'xie 攀岩鞋
'sha'yan 砂岩
'shang'jiao 上脚
'shi'hui'yan 石灰岩
'shi'nei 室内
'tou'kui 头盔
'xian'feng 先锋
'ye'wai 野外
'zhu'suo 主锁
