'an'gong'niu'huang'wan 安宫牛黄丸
'ding'kun'dan 定坤丹
'ding'kun'dan'kou'fu'ye 定坤丹口服液
'guang'yu'yuan'gui'ling'ji 广誉远龟龄集
'guang'yu'yuan'gui'ling'ji'gui'ge 广誉远龟龄集规格
'guang'yu'yuan'gui'ling'ji'jia'ge 广誉远龟龄集价格
'guang'yu'yuan'gui'ling'ji'jiao'nang 广誉远龟龄集胶囊
'guang'yu'yuan'gui'ling'ji'jiu 广誉远龟龄集酒
'gui'ling'ji 龟龄集
'gui'ling'ji'jiu 龟龄集酒
'niu'huang'qing'xin'wan 牛黄清心丸
