'ai'shang'ceng'lou 爱上层楼
'yi'chang'chou'meng'jiu'xing'shi 一场愁梦酒醒时
'yi'chang'fan'hen'you'si'duan 意长翻恨游丝短
'yi'cheng'shang 易成伤
'yi'chi'ping'sui 一池萍碎
'yi'chong'shan 一重山
'yi'chuan'yan'cao 一川烟草
'yi'chuan'ye'yue'guang'liu'zhu 一川夜月光流渚
'yi'chuang'chou'dui'qiu'kong 倚窗愁对秋空
'yi'chun'chang'fei'mai'hua'qian 一春长费买花钱
'yi'chun'qiao'cui'you'shui'lian 一春憔悴有谁怜
'yi'chun'you'you'shu'xing'shu 一春犹有数行书
'yi'cu'cheng'cun'shi 一簇成村市
'yi'cu'yan'cun 一簇烟村
'yi'cun'hai'cheng'qian'wan'lv 一寸还成千万缕
'yi'cun'rou'chang'qing'ji'xu 一寸柔肠情几许
'yi'dai'jian'kuan'zhong'bu'hui 衣带渐宽终不悔
'yi'dai'jiang'shan'ru'hua 一带江山如画
'yi'dai'yi'jiang'er'yi 衣带一江而已
'yi'dan'gui'wei'chen'lu 一旦归为臣虏
'yi'dang'nian 忆当年
'yi'dang'shi 忆当时
'yi'de'diao'ling 易得凋零
'yi'de'ying'ying'shi'cui'lv 忆得盈盈拾翠侣
'yi'dei'qu'nian'shi 忆得去年时
'yi'dian'can'hong'yu'jin'shi 一点残红欲尽时
'yi'dian'mei'xin 一点梅心
'yi'dian'ming'yue'kui'ren 一点明月窥人
'yi'dian'xiang'sui'ma 一点香随马
'yi'dong'feng'hao'xing'chang'yang 倚东风豪兴徜徉
'yi'duan'xin'chou 一段新愁
'yi'fan'xi'qing'qiu 一番洗清秋
'yi'fen'liu'shui 一分流水
'yi'feng'han'lu 倚风含露
'yi'gan'can'zhao 一竿残照
'yi'gao'han'chou'sheng'gu'guo 倚高寒愁生故国
'yi'gao'yang 忆高阳
'yi'ge'ban'ge'chi'chen'rong 一个半个耻臣戎
'yi'gu'gong'cheng 一顾功成
'yi'guai'zuo'xiao'chun'meng'hao 疑怪昨宵春梦好
'yi'guan'ye'jing'chen'tu'meng 驿馆夜惊尘土梦
'yi'hen'pi'pa'jiu'yu 遗恨琵琶旧语
'yi'huai'chou'xu 一怀愁绪
'yi'ji'mei'hua 驿寄梅花
'yi'jiu'rou'chang'duan 依旧柔肠断
'yi'jiu'shang'xin'qing 依旧赏新晴
'yi'jiu'tao'hua'mian 依旧桃花面
'yi'jiu'you 忆旧游
'yi'jiu'zhi'liu'dong 依旧只流东
'yi'jiu'zhu'sheng'xin'yue'si'dang'nian 依旧竹声新月似当年
'yi'ju'ru'gao'kong 一举入高空
'yi'juan'yin'fu 一卷阴符
'yi'jue'chun'xin'dong 已觉春心动
'yi'kuai'pi'jin 一快披襟
'yi'lan'gan 倚阑干
'yi'lan'gan'chu 倚阑干处
'yi'lan'hong'yao 一栏红药
'yi'lan'wu'yu 倚阑无语
'yi'lian'feng'xu 一帘风絮
'yi'lian'feng'yue'xian 一帘风月闲
'yi'lian'qiu'ji 一帘秋霁
'yi'lou'wu'yu'yu'xiao'hun 倚楼无语欲销魂
'yi'lu'qin'xie'yue 驿路侵斜月
'yi'lun'ming'yue'lin'shao'gua 一轮明月林梢挂
'yi'lun'qiu'ying'zhuan'jin'bo 一轮秋影转金波
'yi'lv'gu'yan'xi 一缕孤烟细
'yi'lv'liang'shuai'weng 伊吕两衰翁
'yi'men'hui'shou 倚门回首
'yi'nian'chun'hao'chu 一年春好处
'yi'nian'fang'yi 一年芳意
'yi'nian'wu'si'ci'jia'shi 一年无似此佳时
'yi'nuo'qian'jin'zhong 一诺千金重
'yi'pai'qiu'sheng'ru'liao'kuo 一派秋声入廖廓
'yi'pian'chun'chou'dai'jiu'jiao 一片春愁待酒浇
'yi'pian'ke'fan'di 一片客帆低
'yi'pian'shen'ya'she'gu 一片神鸦社鼓
'yi'pian'wen'chou 一片纹愁
'yi'pian'xiang'si'qian'wan'xu 一片相思千万绪
'yi'pin'gao'guan'ren'dao'hao 一品高官人道好
'yi'qian'chun'hen'suo'chong'lou 依前春恨锁重楼
'yi'qian'li'shang'ping'chu 一千里伤平楚
'yi'qing'qiu 倚清秋
'yi'qu'dang'yan'luo'lei 一曲当筵落泪
'yi'qu'neng'jiao'chang'cun'jie 一曲能教肠寸结
'yi'qu'xin'ci'jiu'yi'bei 一曲新词酒一杯
'yi'que'chang'ting'mu 一阕长亭暮
'yi'ren'jie'qian'dian'di'dao'tian'ming 一任阶前点滴到天明
'yi'ren'qun'fang'du 一任群芳妒
'yi'ri'tu'jiang'hao'jing 异日图将好景
'yi'ru'xiao'chuang'heng'fu 已入小窗横幅
'yi'run'fei'lu'yan 衣润费炉烟
'yi'san'geng 已三更
'yi'shan'xing 亦膻腥
'yi'shang'dan'ya 衣裳淡雅
'yi'shang'jiu'hen'shi'li'zi 衣上酒痕诗里字
'yi'shang'tan'huan 一晌贪欢
'yi'shao'xi'hu'shui 一勺西湖水
'yi'shen'you'zai 一身犹在
'yi'sheng'qiang'guan 一声羌管
'yi'sheng'sheng'geng'ku 一声声更苦
'yi'sheng'zheng'yan 一声征雁
'yi'shi'chun'feng'yi'ban 已失春风一半
'yi'shi'deng'lan 一时登览
'yi'shi'dui 异时对
'yi'shi'duo'shao'hao'jie 一时多少豪杰
'yi'shi'huang'hun'du'zi'chou 已是黄昏独自愁
'yi'shou'jun'en'gu 已受君恩顾
'yi'shou'tui'song'yue'qu 以手推松曰去
'yi'shuang'yan'zi 一双燕子
'yi'shui'xiao'xiao'xi'feng'leng 易水萧萧西风冷
'yi'si'liu'yi'cun'rou'qing 一丝柳一寸柔情
'yi'suo'song'yu 一蓑松雨
'yi'suo'yan'yu'ren'ping'sheng 一蓑烟雨任平生
'yi'tian'feng'lu 一天风露
'yi'tian'jue'bi 倚天绝壁
'yi'tian'wan'li'xu'chang'jian 倚天万里须长剑
'yi'tiao'jin'fu'ji'zhong'zi 易挑锦妇机中字
'yi'ting'ou'lu 一汀鸥鹭
'yi'wai'duan'qiao'bian 驿外断桥边
'yi'wei'diao'sou'yi'geng'yong 一为钓叟一耕佣
'yi'wei'qiang 倚危墙
'yi'wei'qiang'qing'jue 倚危樯清绝
'yi'wei'ting 倚危亭
'yi'wo'dang'nian'zui'shi'ju 忆我当年醉时句
'yi'wu'di 疑无地
'yi'xi'huai'an'xiang'pu 依稀淮岸湘浦
'yi'xi'ji 依稀记
'yi'xi'jia'chen 已喜佳辰
'yi'xi'wu'qiao'qiao'shang'yin 忆昔午桥桥上饮
'yi'xi'xi'chi'chi'shang'yin 忆昔西池池上饮
'yi'xi'xi'chi'hui 忆昔西池会
'yi'xi'zhong'yuan'gao'xue 一洗中原膏血
'yi'xian'qing'ru'fa 一线青如发
'yi'xian'xiang'piao'jin'shou 一线香飘金兽
'yi'xiang'feng 忆相逢
'yi'xiang'nian'guang'you'xian'shen 一向年光有限身
'yi'xiao'ren'jian'wan'shi 一笑人间万事
'yi'ye'yu'long'wu 一夜鱼龙舞
'yi'yi'feng'he'ju 一一风荷举
'yi'yi'shen'yi'xu 依依甚意绪
'yi'yi'si'yu'sao'ren'yu 依依似与骚人语
'yi'yin'ping'chun'kuan'meng'zhai'duan'hong'shi'ge'wan'jin'lv 倚银屏春宽梦窄断红湿歌纨金缕
'yi'yong'yi'shang'shui'gong 一咏一觞谁共
'yi'you'ci'xian 宜有词仙
'yi'yu'mai'xiang 瘗玉埋香
'yi'yuan'lang'jun'qian'sui 一愿郎君千岁
'yi'yue'dan'qing'ping'zhang 依约丹青屏障
'yi'yue'mei'shan 依约眉山
'yi'yue'po'chu'ming 依约破初暝
'yi'zan'hua'fa 一簪华发
'yi'zhang'ting'jiang'sheng 倚杖听江声
'yi'zhao'bi'tao'chun'shui'lu 一棹碧涛春水路
'yi'zhong'xiang'si 一种相思
'yi'zi'wu'ti'chu 一字无题处
'yi'zong'he'zai 遗踪何在
'yi'zun'hai'lei'jiang'yue 一樽还酹江月
'yi'zun'sao'shou'dong'chuang'li 一尊搔首东窗里
'yin'chan'ying'gua'xiao'xiang 银蟾影挂潇湘
'yin'chen'jue 音尘绝
'yin'deng'yi'qu'tai'yao'rao 银灯一曲太妖娆
'yin'duan'xian'suo 音断弦索
'yin'feng'fei'guo'qiang'wei 因风飞过蔷薇
'yin'han'tiao'tiao'an'du 银汉迢迢暗度
'yin'he'feng'xu'luo'xi'jin 因何风絮落溪津
'yin'hua'sa'lei 银花洒泪
'yin'jian'fu'bi 吟笺赋笔
'yin'jie'shi'huang'hun 银界失黄昏
'yin'nian'du'cheng'fang'ye 因念都城放夜
'yin'nian'ge'ren'chi'xiao 因念个人痴小
'yin'qin'dai'xie 殷勤待写
'yin'qin'wen'wo'gui'he'chu 殷勤问我归何处
'yin'qin'you'zuo'mei'geng'song 殷勤又作梅羹送
'yin'qin'yu'shuo'nian'hua 殷勤与说年华
'yin'qin'yu'song'gui'chuan 殷勤欲送归船
'yin'qing'tian'qi'you'zheng'zhi 阴晴天气又争知
'yin'qing'wei'ding 阴晴未定
'yin'san'li'ting'xi'qu 饮散离亭西去
'yin'sha'ou'ji'zi'cheng'xing 印沙鸥迹自成行
'yin'shang'yan'xia 吟赏烟霞
'yin'shi'du'qu 吟诗度曲
'yin'shu'wu'ge 音书无个
'yin'xing'zheng'lan'shan 饮兴正阑珊
'yin'yin'fang'mo'ren'jia 愔愔坊陌人家
'yin'yin'mao'tang 隐隐茅堂
'yin'yue'yao'feng 隐约遥峰
'yin'zhong'xian 饮中仙
'yin'zi'sheng'tiao 银字笙调
'ying'chuan'liu'dai 莺穿柳带
'ying'dai'ji'dian'gui'hong 映带几点归鸿
'ying'dai'ren'lai 应待人来
'ying'de'cang'huang'bei'gu 赢得仓皇北顾
'ying'de'man'yi'qing'lei 赢得满衣清泪
'ying'de'ri'gao'mian 赢得日高眠
'ying'de'sheng'qian'shen'hou'ming 赢得生前身后名
'ying'nian'ling'hai'jing'nian 应念岭海经年
'ying'nian'wo'zhong'ri'ning'mou 应念我终日凝眸
'ying'nong'chou'qian'dai 映浓愁浅黛
'ying'sheng'jian'lao 莺声渐老
'ying'sheng'sui 莺声碎
'ying'shi'chang'an 应是长安
'ying'shi'liang'chen'hao'jing'xu'she 应是良辰好景虚设
'ying'shi'lv'fei'hong'shou 应是绿肥红瘦
'ying'sun'rou'chang 萦损柔肠
'ying'wu'chen'su'e'dan'zhu 莹无尘素娥淡伫
'ying'xiao'shu'sheng'xin'dan'qie 应笑书生心胆怯
'ying'xiong'wu'mi'sun'zhong'mou'chu 英雄无觅孙仲谋处
'ying'ying'fen'lei 盈盈粉泪
'ying'ying'jiao'ruan 莺莺娇软
'ying'ying'qiu'shui 盈盈秋水
'ying'ying'wei'bu'ling'bo'wa 盈盈微步凌波袜
'ying'ying'xiao'yu 盈盈笑语
'ying'zhe'rou'tiao'guo'qian'chi 应折柔条过千尺
'ying'zi'qi'xiang'zheng'wen 应自栖香正稳
'yong'chun'cheng 拥春酲
'yong'diao'ge'xi'shu 拥雕戈西戍
'yong'feng'liu 永丰柳
'yong'qi'que'yan'hua'ban'lv 永弃却烟花伴侣
'yong'su'yun'huang'he 拥素云黄鹤
'yong'ye'pao'ren'he'chu'qu 永夜抛人何处去
'you'an'xiang'ying'xiu 有暗香盈袖
'you'bao'fang'fei'xie 又报芳菲歇
'you'bian'fang'cong 游遍芳丛
'you'bu'dao'liu'nian'an'zhong'tou'huan 又不道流年暗中偷换
'you'chou'feng'yu 忧愁风雨
'you'cui'qin'xiao'xiao 有翠禽小小
'you'dang'shi'qian'shou'xiang'ning 有当时纤手香凝
'you'dao'bu'ru'chu 犹道不如初
'you'dao'yi 犹倒倚
'you'hai'bei'ying'hu'qi 又还被莺呼起
'you'hai'shi 又还是
'you'hai'shi'xie'yue'lian'long 又还是斜月帘栊
'you'hai'wen'lin'hong 又还问鳞鸿
'you'he'bi'guan'jia'ci'yu 又何必管家赐与
'you'he'fang 又何妨
'you'hen'wu'ren'sheng 有恨无人省
'you'hua'deng'ai'yue 有华灯碍月
'you'huan'cheng'ji'lv 游宦成羁旅
'you'huan'yi'kong'wu'fu'tong 忧患已空无复痛
'you'ji'duo'qing'ceng'wei'xi'gui'zhou 犹记多情曾为系归舟
'you'ji'shen'gong'jiu'shi 犹记深宫旧事
'you'ji'yan'tai'ju 犹记燕台句
'you'jie'jia'dong'feng 犹解嫁东风
'you'jie'yi'ye'tai'sheng 幽阶一夜苔生
'you'jiu'chen'ai'xian 又酒趁哀弦
'you'kong'qiong'lou'yu'yu 又恐琼楼玉宇
'you'kong'xiang'feng'shi'meng'zhong 犹恐相逢是梦中
'you'lan'jian'lao 幽兰渐老
'you'lei'ru'qing 有泪如倾
'you'mei'hua 有梅花
'you'ming'yue 有明月
'you'neng'sun'xing'xiu'zhao'mu 忧能损性休朝暮
'you'pian'pian'chui'jin'ye 又片片吹尽也
'you'qi'zai'zhao'zhao'mu'mu 又岂在朝朝暮暮
'you'qing'cang 右擎苍
'you'qing'he'si'wu'qing 有情何似无情
'you'que'yuan'yu'long'ai'qu 又却怨玉龙哀曲
'you'ran'xin'hui 悠然心会
'you'ren'lai'fou 有人来否
'you'ren'lou'shang'chou 有人楼上愁
'you'ren'wei'shang 游人未赏
'you'ren'zhi'he'jiang'nan'lao 游人只合江南老
'you'ru'tong'tuo 又入铜驼
'you'ruan'yu'shang'liang'bu'ding 又软语商量不定
'you'san'qiu'gui'zi 有三秋桂子
'you'shi'dao'yi'qiu 又是捣衣秋
'you'shi'gao'e'xing'yun 有时高遏行云
'you'shi'li'ge 又是离歌
'you'shi'meng'qu 有时梦去
'you'shi'qi'liang'shi'hou'zai'tian'ya 又是凄凉时候在天涯
'you'shi'qu'nian'bing 又是去年病
'you'shi'yang'che'guo'ye 又是羊车过也
'you'shi'yi'fan'hong'su 又是一番红素
'you'shui'zhi 有谁知
'you'song'jun'gui'qu 又送君归去
'you'ta'yang'hua'guo'xie'qiao 又踏杨花过谢桥
'you'tao'hua'hong 有桃花红
'you'ting'shen'jing 邮亭深静
'you'tou'di 又偷滴
'you'wei'xue 犹未雪
'you'xie'lei'kuai 有些垒块
'you'xie'yang'chu 有斜阳处
'you'xu'zhu'lian'xian'xi'yu 又须著廉纤细雨
'you'ya'xiang'qin'wo 犹压香衾卧
'you'yan'yan'bing 犹厌言兵
'you'yin'xun'guo'le 又因循过了
'you'you 悠悠
'you'you'meng'li'wu'xun'chu 悠悠梦里无寻处
'you'zheng'xin'piao'bo 又争信飘泊
'you'zhong'qiu 又中秋
'you'zi'feng'qian'piao'liu'xu 犹自风前飘柳絮
'yu'can'shao'jue'jiang'tian'mu 雨残稍觉江天暮
'yu'chai'tou'shang'feng 玉钗头上风
'yu'chang'qi'san'geng 渔唱起三更
'yu'chuan'chi'su 鱼传尺素
'yu'cong'guan'shi'xi'hu'lu 玉骢惯识西湖路
'yu'da'li'hua'shen'bi'men 雨打梨花深闭门
'yu'deng'fen'ying'chun'jiang'su 渔灯分影春江宿
'yu'deng'yin'ying'jian'jia'pu 渔灯隐映蒹葭浦
'yu'duo'shi 语多时
'yu'fei'hai'lian 欲飞还敛
'yu'fei'ju 欲飞举
'yu'fei'mei'zi 雨肥梅子
'yu'fu 渔父
'yu'gong'liu'hua'di'su 欲共柳花低诉
'yu'gou'chui'xia'lian'jing 玉钩垂下帘旌
'yu'gou'zhang'qian'tong'nan'pu 御沟涨潜通南浦
'yu'gu'tai'xia'qing'jiang'shui 郁孤台下清江水
'yu'gui'he'chu 欲归何处
'yu'guo'bao'feng'ru'song'yi'chun'chang'fei'mai'hua'qian 俞国宝风入松一春长费买花钱
'yu'guo'shui'ming'xia 雨过水明霞
'yu'hen'yun'chou 雨恨云愁
'yu'heng'feng'kuang'san'yue'mu 雨横风狂三月暮
'yu'hou'jiang'tian'xiao 雨后江天晓
'yu'hu'guang'zhuan 玉壶光转
'yu'hua'luo'chu 余花落处
'yu'huan'fei'yan'jie'chen'tu 玉环飞燕皆尘土
'yu'huang'hun 欲黄昏
'yu'huang'kai'bi'luo 玉皇开碧落
'yu'ji'cai'jian'jian'chi'su 欲寄彩笺兼尺素
'yu'ji'yun'fei 雨急云飞
'yu'jian'luo'yi'han'wei'qu 欲减罗衣寒未去
'yu'jian'qiong'tian'san'wan'qing 玉鉴琼田三万顷
'yu'jian'xin'shi 欲笺心事
'yu'jiang'xin'shi'fu'yao'qin 欲将心事付瑶琴
'yu'jie'kong'zhu'li 玉阶空伫立
'yu'jing'ceng'yi'xi'fan'hua 玉京曾忆昔繁华
'yu'jiu'qie'he'he 遇酒且呵呵
'yu'jun'bie 与君别
'yu'jun'you'xi 与君游戏
'yu'kai'hai'bi 欲开还闭
'yu'lan'gan'wai'qing'jiang'pu 玉阑干外清江浦
'yu'lang'xian'zi'yin'chou'fu 庾郎先自吟愁赋
'yu'le'diao'an'you'ye'chu 玉勒雕鞍游冶处
'yu'ling'long 玉玲珑
'yu'long'can 鱼龙惨
'yu'lou'ge'chui 玉楼歌吹
'yu'lou'hua'yin'gai 玉漏花阴改
'yu'lou'jin'que 玉楼金阙
'yu'lou'jin'que'yong'gui'qu 玉楼金阙慵归去
'yu'lou'ming'yue'chang'xiang'yi 玉楼明月长相忆
'yu'lou'yue 庾楼月
'yu'lu'chu'ling 玉露初零
'yu'mai'chun'wu'jia 欲买春无价
'yu'mai'gui'hua'tong'zai'jiu 欲买桂花同载酒
'yu'meng'meng 雨蒙蒙
'yu'qian'gui'hong'fen'fu'yu 欲倩归鸿分付与
'yu'qing'feng'se'bao 雨轻风色暴
'yu'qing'fu'hu'shui'hu'yan 余情付湖水湖烟
'yu'qing'yan'wan 雨晴烟晚
'yu'qu'you'yi'yi 欲去又依依
'yu'rong'xiao'jiu 玉容消酒
'yu'rong'zhi'an'fou 玉容知安否
'yu'shan'guan'jin 羽扇纶巾
'yu'sheng'di'sui'he'sheng 雨声滴碎荷声
'yu'sheng'di'zhuan 玉绳低转
'yu'sheng'zi'fu'cheng'qing'zhi 余生自负澄清志
'yu'shu'qiong'zhi'zuo'yan'luo 玉树琼枝作烟萝
'yu'shui'tong'du'ke'lian'chun 与谁同度可怜春
'yu'shuo'huan'xiu 欲说还休
'yu'song'huang'hun'hua'yi'luo 雨送黄昏花易落
'yu'ta'zheng'fu'zao'gui'lai 欲他征夫早归来
'yu'ti'ning'wang'jiu 玉梯凝望久
'yu'wan'tian'he 欲挽天河
'yu'wen'xing'ren'qu'na'bian 欲问行人去那边
'yu'xi'feng'chui'le 雨洗风吹了
'yu'xi'qing'chun 欲系青春
'yu'xia'chi'chi 欲下迟迟
'yu'xia'san'qi 余霞散绮
'yu'xian'xiang'dong'xiao'lian'gou 玉纤香动小帘钩
'yu'xiao'hai'pin 欲笑还颦
'yu'xin'chou'fu 庾信愁赋
'yu'yan'qiao'cui'san'nian 玉颜憔悴三年
'yu'yang'nong 渔阳弄
'yu'yi'duo 语已多
'yu'ying'ju 欲盈掬
'yu'you'xiao'xiao 雨又萧萧
'yu'yu'lei'xian'liu 欲语泪先流
'yu'yu'shi'hou'xi'yang'hong 雨余时候夕阳红
'yu'zan'luo'ji 玉簪螺髻
'yu'zhen'sha'chu 玉枕纱橱
'yu'zhi'fang'cun 欲知方寸
'yu'zhi'feng 禹之封
'yu'zhong'ying'you 于中应有
'yu'zhou'hai'xiu 欲皱还休
'yuan'an'shou'can'yu 远岸收残雨
'yuan'chun'bu'yu 怨春不语
'yuan'gu'qin 怨孤衾
'yuan'he'xie'lu 圆荷泻露
'yuan'ji'xian'neng'shuo 怨极弦能说
'yuan'jia'cao'cao 元嘉草草
'yuan'ke'yi'zhi'xian'zhe 远客一枝先折
'yuan'long'lao'yi 元龙老矣
'yuan'lu'tong'fei'gai 鹓鹭同飞盖
'yuan'luo'yan'shou 院落烟收
'yuan'ming'qin 怨鸣琴
'yuan'niao'yi'shi'ti 猿鸟一时啼
'yuan'pu'ying'hui 远浦萦回
'yuan'qie'shen'wei'hong'han'dan 愿妾身为红菡萏
'yuan'qu'hua'rui'he'xian'jiao'yuan'chu'yu'yu 袁去华瑞鹤仙郊原初遇雨
'yuan'qu'zhong'zhao 怨曲重招
'yuan'shang'cao 原上草
'yuan'shi'jin'zhao'dou'cao'ying 元是今朝斗草赢
'yuan'shi'wang'lang 元是王郎
'yuan'xiao'jia'jie 元宵佳节
'yuan'yan'bi 远烟碧
'yuan'yang'bie'pu 鸳鸯别浦
'yuan'yang'du'su'he'ceng'guan 鸳鸯独宿何曾惯
'yuan'yuan'wei'qiang 远远围墙
'yuan'zhi'shi 元只是
'yue'bai'feng'qing'shi'ken'lai 月白风清始肯来
'yue'bian'shu'ying 月边疏影
'yue'fei'man'jiang'hong'nu'fa'chong'guan 岳飞满江红怒发冲冠
'yue'fei'xiao'chong'shan'zuo'ye'han'qiong'bu'zhu'ming 岳飞小重山昨夜寒蛩不住鸣
'yue'jiang'chen 月将沉
'yue'jiao'jing'wu'qi'bu'ding 月皎惊乌栖不定
'yue'jin'yin'he'feng'lang 阅尽银河风浪
'yue'leng'long'sha 月冷龙沙
'yue'liu'yan'zhu 月流烟渚
'yue'lu'leng'wu'ye'piao'huang 月露冷梧叶飘黄
'yue'lue'pin'qing'xiao'qian 约略颦轻笑浅
'yue'luo'sha'ping'jiang'si'lian 月落沙平江似练
'yue'man'xi'lou 月满西楼
'yue'mi'jin'du 月迷津渡
'yue'ming'duo'bei'yun'fang 月明多被云妨
'yue'ming'hao'du'jiang'hu 月明好渡江湖
'yue'ming'hua'luo'huang'hun 月明花落黄昏
'yue'ming'ren'yi'lou 月明人倚楼
'yue'ming'xing'dan 月明星淡
'yue'qiao'hua'yuan 月桥花院
'yue'ren'duo'yi 阅人多矣
'yue'ru'gou 月如钩
'yue'se'yi'ru'yu 月色已如玉
'yue'shan'qing 越山青
'yue'shang'liu'shao'tou 月上柳梢头
'yue'wang'gong'dian 越王宫殿
'yue'wei'dao'cheng'zhai 月未到诚斋
'yue'xi'shen'chu 越溪深处
'yue'yang'lou'shang 岳阳楼上
'yue'you'yin'qing'yuan'que 月有阴晴圆缺
'yue'yu'deng'yi'jiu 月与灯依旧
'yue'zai'han'xi 月在寒溪
'yue'zhao'gu'cun'san'liang'jia 月照孤村三两家
'yun'chao'lian'lian'jun'wang'ce 晕潮莲脸君王侧
'yun'ji'ke'fan'gao'gua 云际客帆高挂
'yun'miao'miao 云渺渺
'yun'po'yue'lai'hua'nong'ying 云破月来花弄影
'yun'san'bi'tian'chang 云散碧天长
'yun'shu'kai'qing'xiao 云树开清晓
'yun'shu'rao'di'sha 云树绕堤沙
'yun'suo'zhu'lou 云锁朱楼
'yun'tun'shui'fu 云屯水府
'yun'wai'ai'hong 云外哀鸿
'yun'yu'chao'hai'mu 云雨朝还暮
'yun'zhong'shui'ji'jin'shu'lai 云中谁寄锦书来
'zai'bai'chen'san'yuan 再拜陈三愿
'zai'bu'dong'xu'duo'chou 载不动许多愁
'zai'he'chu 在何处
'zai'jiu'mai'hua'nian'shao'shi 载酒买花年少事
'zai'qu'bai'yun'gui'qu 载取白云归去
'zai'xiang'feng'he'chu 再相逢何处
'zan'man'hai'kui 暂满还亏
'zan'ting'zheng'zhao 暂停征棹
'zan'wang'que 暂忘却
'zan'ying'san 簪缨散
'zao'sheng'hua'fa 早生华发
'zao'sui'wen'zhang'gong'shi'yong 早岁文章供世用
'zao'wan'cheng'lian'li 早晚成连理
'zao'yu'an'pai'jin'wu 早与安排金屋
'zao'zhan'qu'shao'guang'gong'zhui'you 早占取韶光共追游
'zao'zhi'nen'me 早知恁么
'zen'bu'si'liang 怎不思量
'zen'de'yin'jian 怎得银笺
'zen'di'ta'wan'lai'feng'ji 怎敌他晚来风急
'zen'nai'xiang 怎奈向
'zen'ren'jian 怎忍见
'zen'sheng'fen'fu 怎生分付
'zen'wang'de'yu'huan'fen'fu 怎忘得玉环分付
'zen'yi'ge'chou'zi'liao'de 怎一个愁字了得
'zeng'jun'ming'yue'man'qian'xi 赠君明月满前溪
'zeng'wo'jiang'nan'chun'se'yi'zhi'mei 赠我江南春色一枝梅
'zha'kui'men'hu 乍窥门户
'zha'liang'qiu'qi'man'ping'wei 乍凉秋气满屏帏
'zha'nuan'hai'han'shi'hou 乍暖还寒时候
'zha'nuan'hai'qing'leng 乍暖还轻冷
'zha'shi'jia'shan'jin'lv'feng 乍试夹衫金缕缝
'zha'ying'er'bai'zhuan'duan'xu 乍莺儿百啭断续
'zhan'de'xing'liang'an'wen'chu 占得杏梁安稳处
'zhan'duan'pin'zhou'yan'yu 占断蘋洲烟雨
'zhan'jing'du'tiao'di 瞻京都迢递
'zhan'xi'feng 占溪风
'zhan'zhan'chang'kong'hei 湛湛长空黑
'zhang'feng'ying'xiu 障风映袖
'zhang'jiu'fu'qing'chou 仗酒祓清愁
'zhang'lei'feng'liu'zi'mu'ye'ting'gao'xia 张耒风流子木叶亭皋下
'zhang'lei'qiu'rui'xiang'lian'mu'shu'shu'feng'tou 张耒秋蕊香帘幕疏疏风透
'zhang'lun'ta'sha'xing'qiu'ru'yun'shan 张抡踏莎行秋入云山
'zhang'ni'wei'jie'yu'cong'jiao 障泥未解玉骢骄
'zhang'ni'you'bi'cui'shu'lue 障泥油壁催梳掠
'zhang'sheng'li'ting'yan'yi'dai'jiang'shan'ru'hua 张昇离亭燕一带江山如画
'zhang'shun'min'mai'hua'sheng'mu'ye'xia'jun'shan 张舜民卖花声木叶下君山
'zhang'tai'lu 章台路
'zhang'xian'qing'men'yin'zha'nuan'hai'qing'leng 张先青门引乍暖还轻冷
'zhang'xian'tian'xian'zi'shui'diao'shu'sheng'chi'jiu'ting 张先天仙子水调数声持酒听
'zhang'xian'yi'cong'hua'ling'shang'gao'huai'yuan'ji'shi'qiong 张先一丛花令伤高怀远几时穷
'zhang'xiao'xiang'liu'zhou'ge'tou'chang'huai'wang'duan 张孝祥六州歌头长淮望断
'zhang'xiao'xiang'nian'nu'jiao'dong'ting'qing'cao 张孝祥念奴娇洞庭青草
'zhang'xiao'xiang'shui'diao'ge'tou'xue'xi'lu'chen'jing 张孝祥水调歌头雪洗虏尘静
'zhang'xiao'xiang'xi'jiang'yue'man'zai'yi'chuan'qiu'se 张孝祥西江月满载一船秋色
'zhang'xiao'xiang'xi'jiang'yue'wen'xun'hu'bian'chun'se 张孝祥西江月问讯湖边春色
'zhang'yan'ba'sheng'gan'zhou'ji'yu'guan 张炎八声甘州记玉关
'zhang'yan'qing'ping'le'hou'qiong'qi'duan 张炎清平乐候蛩凄断
'zhang'yuan'gan'he'xin'lang'meng'rao'shen'zhou'lu 张元干贺新郎梦绕神州路
'zhang'yuan'gan'he'xin'lang'ye'zhang'wei'lou'qu 张元干贺新郎曳杖危楼去
'zhang'yuan'gan'lan'ling'wang'juan'zhu'bo 张元干兰陵王卷珠箔
'zhang'yuan'gan'shi'zhou'man'yu'ji'yun'fei 张元干石州慢雨急云飞
'zhang'zhi'he'yu'ge'zi'xi'sai'shan'qian'bai'lu'fei 张志和渔歌子西塞山前白鹭飞
'zhao'chang'qing'lin'jiang'xian'guo'jin'zheng'hong'lai'jin'yan 赵长卿临江仙过尽征鸿来尽燕
'zhao'hua'qian'hou'jing 照花前后镜
'zhao'hua'san'nong'lin'feng'yan 昭华三弄临风咽
'zhao'ji'yan'er'mei'yu'jing'ceng'yi'xi'fan'hua 赵佶眼儿媚玉京曾忆昔繁华
'zhao'ji'yan'shan'ting'cai'jian'bing'xiao 赵佶燕山亭裁剪冰绡
'zhao'jian'fu'xin'ren 照见负心人
'zhao'jun'bu'guan'hu'sha'yuan 昭君不惯胡沙远
'zhao'ling'chou'die'lian'hua'yu'jian'luo'yi'han'wei'qu 赵令畤蝶恋花欲减罗衣寒未去
